Event,Subject,Gender,Author Gender,Story Genre
wish,she,F,Female,ChildrensLiterature
hold,she,F,Female,ChildrensLiterature
get,he,M,Female,ChildrensLiterature
laugh,she,F,Female,ChildrensLiterature
speak,she,F,Female,ChildrensLiterature
say,he,M,Female,ChildrensLiterature
tell,him,M,Female,ChildrensLiterature
advise,him,M,Female,ChildrensLiterature
come,he,M,Female,ChildrensLiterature
come,sir,M,Female,ChildrensLiterature
feel,he,M,Female,ChildrensLiterature
believe,him,M,Female,ChildrensLiterature
say,he,M,Female,ChildrensLiterature
tell,he,M,Female,ChildrensLiterature
know,she,F,Female,ChildrensLiterature
thank,him,M,Female,ChildrensLiterature
write,him,M,Female,ChildrensLiterature
write,sir,M,Female,ChildrensLiterature
say,he,M,Female,ChildrensLiterature
come,he,M,Female,ChildrensLiterature
see,him,M,Female,ChildrensLiterature
bring,him,M,Female,ChildrensLiterature
like,he,M,Female,ChildrensLiterature
teach,him,M,Female,ChildrensLiterature
give,her,F,Female,ChildrensLiterature
advise,him,M,Female,ChildrensLiterature
leave,she,F,Female,ChildrensLiterature
add,he,M,Female,ChildrensLiterature
begin,he,M,Female,ChildrensLiterature
say,he,M,Female,ChildrensLiterature
go,he,M,Female,ChildrensLiterature
allude,she,F,Female,ChildrensLiterature
think,she,F,Female,ChildrensLiterature
groan,she,F,Female,ChildrensLiterature
take,her,F,Female,ChildrensLiterature
prevail,she,F,Female,ChildrensLiterature
have,he,M,Female,ChildrensLiterature
prove,she,F,Female,ChildrensLiterature
see,she,F,Female,ChildrensLiterature
present,she,F,Female,ChildrensLiterature
carry,her,F,Female,ChildrensLiterature
send,her,F,Female,ChildrensLiterature
give,her,F,Female,ChildrensLiterature
turn,he,M,Female,ChildrensLiterature
say,he,M,Female,ChildrensLiterature
whisk,he,M,Female,ChildrensLiterature
explain,he,M,Female,ChildrensLiterature
forget,she,F,Female,ChildrensLiterature
rush,she,F,Female,ChildrensLiterature
retire,he,M,Female,ChildrensLiterature
long,he,M,Female,ChildrensLiterature
allow,he,M,Female,ChildrensLiterature
like,he,M,Female,ChildrensLiterature
stalk,she,F,Female,ChildrensLiterature
slam,she,F,Female,ChildrensLiterature
send,him,M,Female,ChildrensLiterature
tell,mother,F,Female,ChildrensLiterature
point,he,M,Female,ChildrensLiterature
receive,she,F,Female,ChildrensLiterature
give,he,M,Female,ChildrensLiterature
give,her,F,Female,ChildrensLiterature
try,she,F,Female,ChildrensLiterature
laugh,he,M,Female,ChildrensLiterature
use,she,F,Female,ChildrensLiterature
bounce,she,F,Female,ChildrensLiterature
receive,she,F,Female,ChildrensLiterature
deserve,she,F,Female,ChildrensLiterature
slip,she,F,Female,ChildrensLiterature
use,she,F,Female,ChildrensLiterature
lose,he,M,Female,ChildrensLiterature
lose,her,F,Female,ChildrensLiterature
hold,he,M,Female,ChildrensLiterature
look,he,M,Female,ChildrensLiterature
fret,she,F,Female,ChildrensLiterature
wear,she,F,Female,ChildrensLiterature
learn,she,F,Female,ChildrensLiterature
mold,she,F,Female,ChildrensLiterature
slip,she,F,Female,ChildrensLiterature
like,he,M,Female,ChildrensLiterature
sit,he,M,Female,ChildrensLiterature
fall,he,M,Female,ChildrensLiterature
tell,him,M,Female,ChildrensLiterature
wring,he,M,Female,ChildrensLiterature
show,he,M,Female,ChildrensLiterature
speak,he,M,Female,ChildrensLiterature
will,he,M,Female,ChildrensLiterature
say,father,M,Female,ChildrensLiterature
agree,she,F,Female,ChildrensLiterature
speak,he,M,Female,ChildrensLiterature
like,he,M,Female,ChildrensLiterature
see,she,F,Female,ChildrensLiterature
go,he,M,Female,ChildrensLiterature
tell,him,M,Female,ChildrensLiterature
speak,she,F,Female,ChildrensLiterature
fly,her,F,Female,ChildrensLiterature
s,he,M,Female,ChildrensLiterature
vanish,she,F,Female,ChildrensLiterature
call,her,F,Female,ChildrensLiterature
do,she,F,Female,ChildrensLiterature
blush,she,F,Female,ChildrensLiterature
call,he,M,Female,ChildrensLiterature
say,him,M,Female,ChildrensLiterature
put,she,F,Female,ChildrensLiterature
long,she,F,Female,ChildrensLiterature
say,she,F,Female,ChildrensLiterature
forget,she,F,Female,ChildrensLiterature
seem,he,M,Female,ChildrensLiterature
smile,he,M,Female,ChildrensLiterature
bend,he,M,Female,ChildrensLiterature
wear,he,M,Female,ChildrensLiterature
nettle,her,F,Female,ChildrensLiterature
feel,she,F,Female,ChildrensLiterature
see,he,M,Female,ChildrensLiterature
bewilder,him,M,Female,ChildrensLiterature
ask,he,M,Female,ChildrensLiterature
follow,her,F,Female,ChildrensLiterature
walk,she,F,Female,ChildrensLiterature
say,father,M,Female,ChildrensLiterature
admire,she,F,Female,ChildrensLiterature
slap,he,M,Female,ChildrensLiterature
stand,he,M,Female,ChildrensLiterature
find,she,F,Female,ChildrensLiterature
take,she,F,Female,ChildrensLiterature
see,him,M,Female,ChildrensLiterature
make,she,F,Female,ChildrensLiterature
surprise,she,F,Female,ChildrensLiterature
see,she,F,Female,ChildrensLiterature
glance,she,F,Female,ChildrensLiterature
tell,her,F,Female,ChildrensLiterature
accept,him,M,Female,ChildrensLiterature
say,mother,F,Female,ChildrensLiterature
declare,she,F,Female,ChildrensLiterature
think,she,F,Female,ChildrensLiterature
order,she,F,Female,ChildrensLiterature
like,him,M,Female,ChildrensLiterature
make,she,F,Female,ChildrensLiterature
would,she,F,Female,ChildrensLiterature
say,she,F,Female,ChildrensLiterature
know,she,F,Female,ChildrensLiterature
know,her,F,Female,ChildrensLiterature
feel,she,F,Female,ChildrensLiterature
love,him,M,Female,ChildrensLiterature
like,she,F,Female,ChildrensLiterature
begin,she,F,Female,ChildrensLiterature
meg,she,F,Female,ChildrensLiterature
think,father,M,Female,ChildrensLiterature
help,him,M,Female,ChildrensLiterature
s,he,M,Female,ChildrensLiterature
s,he,M,Female,ChildrensLiterature
respect,him,M,Female,ChildrensLiterature
care,he,M,Female,ChildrensLiterature
know,he,M,Female,ChildrensLiterature
love,he,M,Female,ChildrensLiterature
make,she,F,Female,ChildrensLiterature
tell,she,F,Female,ChildrensLiterature
overhear,he,M,Female,ChildrensLiterature
set,she,F,Female,ChildrensLiterature
seem,she,F,Female,ChildrensLiterature
make,she,F,Female,ChildrensLiterature
take,she,F,Female,ChildrensLiterature
abuse,she,F,Female,ChildrensLiterature
see,she,F,Female,ChildrensLiterature
see,him,M,Female,ChildrensLiterature
transfix,she,F,Female,ChildrensLiterature
hold,her,F,Female,ChildrensLiterature
see,her,F,Female,ChildrensLiterature
call,him,M,Female,ChildrensLiterature
kiss,he,M,Female,ChildrensLiterature
startle,she,F,Female,ChildrensLiterature
burst,she,F,Female,ChildrensLiterature
tell,she,F,Female,ChildrensLiterature
go,she,F,Female,ChildrensLiterature
plead,he,M,Female,ChildrensLiterature
want,he,M,Female,ChildrensLiterature
finish,he,M,Female,ChildrensLiterature
mean,he,M,Female,ChildrensLiterature
take,he,M,Female,ChildrensLiterature
take,her,F,Female,ChildrensLiterature
group,she,F,Female,ChildrensLiterature
plan,she,F,Female,ChildrensLiterature
make,he,M,Female,ChildrensLiterature
present,he,M,Female,ChildrensLiterature
follow,her,F,Female,ChildrensLiterature
continue,she,F,Female,ChildrensLiterature
give,her,F,Female,ChildrensLiterature
say,he,M,Female,ChildrensLiterature
attend,grandpa,M,Female,ChildrensLiterature
go,she,F,Female,ChildrensLiterature
sit,father,M,Female,ChildrensLiterature
feel,he,M,Female,ChildrensLiterature
lead,him,M,Female,ChildrensLiterature
walk,she,F,Female,ChildrensLiterature
become,her,F,Female,ChildrensLiterature
shut,him,M,Female,ChildrensLiterature
give,he,M,Female,ChildrensLiterature
find,him,M,Female,ChildrensLiterature
see,her,F,Female,ChildrensLiterature
receive,he,M,Female,ChildrensLiterature
deserve,he,M,Female,ChildrensLiterature
risk,he,M,Female,ChildrensLiterature
devote,he,M,Female,ChildrensLiterature
characterize,him,M,Female,ChildrensLiterature
refuse,he,M,Female,ChildrensLiterature
think,she,F,Female,ChildrensLiterature
await,her,F,Female,ChildrensLiterature
forget,she,F,Female,ChildrensLiterature
bribe,she,F,Female,ChildrensLiterature
bribe,her,F,Female,ChildrensLiterature
give,she,F,Female,ChildrensLiterature
love,she,F,Female,ChildrensLiterature
love,her,F,Female,ChildrensLiterature
pay,her,F,Female,ChildrensLiterature
call,she,F,Female,ChildrensLiterature
stand,he,M,Female,ChildrensLiterature
possess,he,M,Female,ChildrensLiterature
frolic,he,M,Female,ChildrensLiterature
manage,he,M,Female,ChildrensLiterature
possess,he,M,Female,ChildrensLiterature
pride,he,M,Female,ChildrensLiterature
endow,she,F,Female,ChildrensLiterature
beg,him,M,Female,ChildrensLiterature
call,him,M,Female,ChildrensLiterature
possess,he,M,Female,ChildrensLiterature
go,she,F,Female,ChildrensLiterature
try,she,F,Female,ChildrensLiterature
wish,she,F,Female,ChildrensLiterature
look,she,F,Female,ChildrensLiterature
repent,her,F,Female,ChildrensLiterature
break,she,F,Female,ChildrensLiterature
satisfy,she,F,Female,ChildrensLiterature
give,she,F,Female,ChildrensLiterature
say,her,F,Female,ChildrensLiterature
may,she,F,Female,ChildrensLiterature
give,him,M,Female,ChildrensLiterature
deliver,he,M,Female,ChildrensLiterature
defend,she,F,Female,ChildrensLiterature
add,he,M,Female,ChildrensLiterature
make,he,M,Female,ChildrensLiterature
afford,him,M,Female,ChildrensLiterature
fold,he,M,Female,ChildrensLiterature
talk,he,M,Female,ChildrensLiterature
would,he,M,Female,ChildrensLiterature
add,he,M,Female,ChildrensLiterature
like,he,M,Female,ChildrensLiterature
treat,him,M,Female,ChildrensLiterature
make,she,F,Female,ChildrensLiterature
wear,she,F,Female,ChildrensLiterature
survey,her,F,Female,ChildrensLiterature
go,she,F,Female,ChildrensLiterature
learn,she,F,Female,ChildrensLiterature
afflict,her,F,Female,ChildrensLiterature
see,she,F,Female,ChildrensLiterature
scandalize,she,F,Female,ChildrensLiterature
lead,her,F,Female,ChildrensLiterature
stoop,he,M,Female,ChildrensLiterature
kiss,he,M,Female,ChildrensLiterature
worry,he,M,Female,ChildrensLiterature
promise,he,M,Female,ChildrensLiterature
like,he,M,Female,ChildrensLiterature
haunt,him,M,Female,ChildrensLiterature
distract,her,F,Female,ChildrensLiterature
look,she,F,Female,ChildrensLiterature
whisper,he,M,Female,ChildrensLiterature
put,father,M,Female,ChildrensLiterature
think,he,M,Female,ChildrensLiterature
say,mother,F,Female,ChildrensLiterature
offer,she,F,Female,ChildrensLiterature
say,he,M,Female,ChildrensLiterature
give,he,M,Female,ChildrensLiterature
keep,he,M,Female,ChildrensLiterature
speak,she,F,Female,ChildrensLiterature
look,she,F,Female,ChildrensLiterature
give,he,M,Female,ChildrensLiterature
give,her,F,Female,ChildrensLiterature
baptize,him,M,Female,ChildrensLiterature
wave,she,F,Female,ChildrensLiterature
thank,he,M,Female,ChildrensLiterature
begin,aunt,F,Female,ChildrensLiterature
tuck,she,F,Female,ChildrensLiterature
lead,he,M,Female,ChildrensLiterature
lead,her,F,Female,ChildrensLiterature
unpin,he,M,Female,ChildrensLiterature
come,she,F,Female,ChildrensLiterature
go,she,F,Female,ChildrensLiterature
say,she,F,Female,ChildrensLiterature
come,father,M,Female,ChildrensLiterature
watch,her,F,Female,ChildrensLiterature
walk,she,F,Female,ChildrensLiterature
attempt,she,F,Female,ChildrensLiterature
devote,she,F,Female,ChildrensLiterature
show,she,F,Female,ChildrensLiterature
fit,her,F,Female,ChildrensLiterature
daub,she,F,Female,ChildrensLiterature
convulse,him,M,Female,ChildrensLiterature
fail,her,F,Female,ChildrensLiterature
undertake,she,F,Female,ChildrensLiterature
dig,she,F,Female,ChildrensLiterature
excavate,she,F,Female,ChildrensLiterature
set,her,F,Female,ChildrensLiterature
catch,she,F,Female,ChildrensLiterature
sacrifice,she,F,Female,ChildrensLiterature
persevere,she,F,Female,ChildrensLiterature
learn,she,F,Female,ChildrensLiterature
resolve,she,F,Female,ChildrensLiterature
become,she,F,Female,ChildrensLiterature
succeed,she,F,Female,ChildrensLiterature
like,her,F,Female,ChildrensLiterature
like,she,F,Female,ChildrensLiterature
cultivate,she,F,Female,ChildrensLiterature
exclude,her,F,Female,ChildrensLiterature
call,her,F,Female,ChildrensLiterature
possess,she,F,Female,ChildrensLiterature
ask,she,F,Female,ChildrensLiterature
leave,she,F,Female,ChildrensLiterature
make,she,F,Female,ChildrensLiterature
possess,she,F,Female,ChildrensLiterature
wear,she,F,Female,ChildrensLiterature
get,she,F,Female,ChildrensLiterature
fail,she,F,Female,ChildrensLiterature
find,she,F,Female,ChildrensLiterature
regard,she,F,Female,ChildrensLiterature
proceed,she,F,Female,ChildrensLiterature
keep,her,F,Female,ChildrensLiterature
strike,her,F,Female,ChildrensLiterature
make,she,F,Female,ChildrensLiterature
survey,she,F,Female,ChildrensLiterature
hope,she,F,Female,ChildrensLiterature
dress,she,F,Female,ChildrensLiterature
drive,she,F,Female,ChildrensLiterature
vibrate,she,F,Female,ChildrensLiterature
wake,her,F,Female,ChildrensLiterature
speak,she,F,Female,ChildrensLiterature
wish,she,F,Female,ChildrensLiterature
say,she,F,Female,ChildrensLiterature
depart,she,F,Female,ChildrensLiterature
fit,her,F,Female,ChildrensLiterature
drive,she,F,Female,ChildrensLiterature
observe,she,F,Female,ChildrensLiterature
beheld,she,F,Female,ChildrensLiterature
ignore,she,F,Female,ChildrensLiterature
chat,she,F,Female,ChildrensLiterature
upset,she,F,Female,ChildrensLiterature
forget,she,F,Female,ChildrensLiterature
go,he,M,Female,ChildrensLiterature
mention,she,F,Female,ChildrensLiterature
discover,she,F,Female,ChildrensLiterature
wish,she,F,Female,ChildrensLiterature
order,she,F,Female,ChildrensLiterature
retire,she,F,Female,ChildrensLiterature
walk,she,F,Female,ChildrensLiterature
observe,she,F,Female,ChildrensLiterature
lay,she,F,Female,ChildrensLiterature
shut,she,F,Female,ChildrensLiterature
express,she,F,Female,ChildrensLiterature
find,she,F,Female,ChildrensLiterature
wipe,she,F,Female,ChildrensLiterature
bundle,she,F,Female,ChildrensLiterature
think,she,F,Female,ChildrensLiterature
give,she,F,Female,ChildrensLiterature
sit,she,F,Female,ChildrensLiterature
bless,her,F,Female,ChildrensLiterature
emerge,she,F,Female,ChildrensLiterature
recover,she,F,Female,ChildrensLiterature
prevail,she,F,Female,ChildrensLiterature
outgrow,she,F,Female,ChildrensLiterature
make,she,F,Female,ChildrensLiterature
point,he,M,Female,ChildrensLiterature
ask,her,F,Female,ChildrensLiterature
make,she,F,Female,ChildrensLiterature
know,she,F,Female,ChildrensLiterature
know,she,F,Female,ChildrensLiterature
take,she,F,Female,ChildrensLiterature
build,she,F,Female,ChildrensLiterature
say,she,F,Female,ChildrensLiterature
give,her,F,Female,ChildrensLiterature
enable,her,F,Female,ChildrensLiterature
wind,she,F,Female,ChildrensLiterature
stare,she,F,Female,ChildrensLiterature
read,she,F,Female,ChildrensLiterature
give,he,M,Female,ChildrensLiterature
devote,he,M,Female,ChildrensLiterature
learn,she,F,Female,ChildrensLiterature
electrify,she,F,Female,ChildrensLiterature
win,she,F,Female,ChildrensLiterature
tell,her,F,Female,ChildrensLiterature
shake,he,M,Female,ChildrensLiterature
feel,she,F,Female,ChildrensLiterature
earn,she,F,Female,ChildrensLiterature
pay,daughter,F,Female,ChildrensLiterature
supply,she,F,Female,ChildrensLiterature
resolve,she,F,Female,ChildrensLiterature
cut,she,F,Female,ChildrensLiterature
admire,she,F,Female,ChildrensLiterature
practice,he,M,Female,ChildrensLiterature
preach,he,M,Female,ChildrensLiterature
get,she,F,Female,ChildrensLiterature
tell,he,M,Female,ChildrensLiterature
know,he,M,Female,ChildrensLiterature
decide,her,F,Female,ChildrensLiterature
take,she,F,Female,ChildrensLiterature
suit,her,F,Female,ChildrensLiterature
cut,she,F,Female,ChildrensLiterature
get,she,F,Female,ChildrensLiterature
expect,she,F,Female,ChildrensLiterature
throw,she,F,Female,ChildrensLiterature
take,her,F,Female,ChildrensLiterature
say,mother,F,Female,ChildrensLiterature
fill,her,F,Female,ChildrensLiterature
give,her,F,Female,ChildrensLiterature
laugh,she,F,Female,ChildrensLiterature
receive,she,F,Female,ChildrensLiterature
say,she,F,Female,ChildrensLiterature
see,he,M,Female,ChildrensLiterature
bring,she,F,Female,ChildrensLiterature
succeed,she,F,Female,ChildrensLiterature
learn,she,F,Female,ChildrensLiterature
sew,him,M,Female,ChildrensLiterature
beam,she,F,Female,ChildrensLiterature
go,she,F,Female,ChildrensLiterature
bear,he,M,Female,ChildrensLiterature
undertake,she,F,Female,ChildrensLiterature
resolve,he,M,Female,ChildrensLiterature
gratify,she,F,Female,ChildrensLiterature
see,she,F,Female,ChildrensLiterature
amaze,her,F,Female,ChildrensLiterature
ask,she,F,Female,ChildrensLiterature
rack,she,F,Female,ChildrensLiterature
leave,she,F,Female,ChildrensLiterature
reboile,she,F,Female,ChildrensLiterature
long,she,F,Female,ChildrensLiterature
ask,mother,F,Female,ChildrensLiterature
lend,her,F,Female,ChildrensLiterature
say,she,F,Female,ChildrensLiterature
like,he,M,Female,ChildrensLiterature
say,her,F,Female,ChildrensLiterature
meet,him,M,Female,ChildrensLiterature
escort,he,M,Female,ChildrensLiterature
reach,he,M,Female,ChildrensLiterature
greet,she,F,Female,ChildrensLiterature
hurry,he,M,Female,ChildrensLiterature
pause,he,M,Female,ChildrensLiterature
see,he,M,Female,ChildrensLiterature
give,him,M,Female,ChildrensLiterature
dare,he,M,Female,ChildrensLiterature
hear,he,M,Female,ChildrensLiterature
cast,him,M,Female,ChildrensLiterature
fall,she,F,Female,ChildrensLiterature
s,he,M,Female,ChildrensLiterature
meet,him,M,Female,ChildrensLiterature
take,him,M,Female,ChildrensLiterature
see,him,M,Female,ChildrensLiterature
restrain,he,M,Female,ChildrensLiterature
mean,he,M,Female,ChildrensLiterature
speak,he,M,Female,ChildrensLiterature
tell,him,M,Female,ChildrensLiterature
see,him,M,Female,ChildrensLiterature
know,she,F,Female,ChildrensLiterature
find,she,F,Female,ChildrensLiterature
fill,her,F,Female,ChildrensLiterature
tell,mother,F,Female,ChildrensLiterature
restrain,her,F,Female,ChildrensLiterature
dress,she,F,Female,ChildrensLiterature
carry,he,M,Female,ChildrensLiterature
could,he,M,Female,ChildrensLiterature
show,he,M,Female,ChildrensLiterature
feel,he,M,Female,ChildrensLiterature
desert,him,M,Female,ChildrensLiterature
take,he,M,Female,ChildrensLiterature
